tns_index,epoch,length_tns,pkt_type,len_mode,frame_numbers,conn_id,direction,src_ip,src_port,dst_ip,dst_port,canon_a_ip,canon_a_port,canon_b_ip,canon_b_port,pdu_index_in_conn,delta_t_in_conn,conn_len,direction_num,src_row_idx
2018,1742830359.995525,8111,6,len4,"6363,6364,6365,6366,6367,6368",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4171,3.194808959960937e-05,5474,1.0,4170
645,1742830317.7833211,617,6,len4,1887,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1299,0.0038008689880371094,5474,1.0,1298
4462,1742830354.163549,2490,6,len4,"5364,5365",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3449,0.00018596649169921875,5474,0.0,3448
4226,1742830352.566458,955,6,len4,4696,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2981,0.0007948875427246094,5474,0.0,2980
2510,1742830369.195886,185,6,len4,7973,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5148,0.0759439468383789,5474,1.0,5147
2813,1742830305.637356,183,6,len4,419,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,284,7.295608520507812e-05,5474,0.0,283
886,1742830327.345789,449,6,len4,2572,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1782,0.0013880729675292967,5474,1.0,1781
4693,1742830356.713692,1324,6,len4,5959,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3905,4.00543212890625e-05,5474,0.0,3904
5024,1742830361.60608,844,6,len4,6983,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4573,0.00020503997802734372,5474,0.0,4572
3929,1742830341.0290198,131,6,len4,3900,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2386,2.09808349609375e-05,5474,0.0,2385
4977,1742830361.106281,700,6,len4,6830,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4480,0.0003409385681152344,5474,0.0,4479
1948,1742830358.23119,557,6,len4,6155,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4032,0.01846790313720703,5474,1.0,4031
3445,1742830326.138418,1193,6,len4,2201,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1538,0.00018286705017089844,5474,0.0,1537
2634,1742830372.507864,1218,6,len4,8389,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5399,0.011277914047241213,5474,1.0,5398
2786,1742830305.453555,820,6,len4,344,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,230,0.00022411346435546875,5474,0.0,229
1919,1742830357.721776,545,6,len4,6073,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3974,0.009785890579223631,5474,1.0,3973
2038,1742830360.1736062,638,6,len4,6440,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4210,0.0010099411010742188,5474,1.0,4209
1611,1742830353.893855,1317,6,len4,5204,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3348,0.005179166793823242,5474,1.0,3347
1518,1742830353.137359,2570,6,len4,"4966,4967",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3162,0.002043008804321289,5474,1.0,3161
1899,1742830356.857751,548,6,len4,6006,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3936,0.010541915893554688,5474,1.0,3935
1338,1742830343.108232,166,6,len4,4426,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2805,0.0004489421844482422,5474,1.0,2804
481,1742830314.815449,595,6,len4,1438,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,969,0.01787090301513672,5474,1.0,968
5092,1742830362.684855,2986,6,len4,"7206,7207,7208",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4710,0.0005960464477539062,5474,0.0,4709
1463,1742830352.825797,879,6,len4,4785,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3054,0.004302024841308594,5474,1.0,3053
3922,1742830341.0283132,162,6,len4,3886,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2372,2.694129943847656e-05,5474,0.0,2371
2774,1742830305.362446,107,6,len4,312,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,206,9.202957153320312e-05,5474,0.0,205
3013,1742830308.412239,4223,6,len4,"966,967,968",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,676,0.0004351139068603516,5474,0.0,675
1755,1742830354.736816,39,6,len4,5603,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3644,4.601478576660156e-05,5474,1.0,3643
3913,1742830341.018289,107,6,len4,3868,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2354,6.699562072753906e-05,5474,0.0,2353
3262,1742830316.103252,181,6,len4,1721,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1172,8.702278137207031e-05,5474,0.0,1171
140,1742830305.623725,170,6,len4,414,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,279,0.002477884292602539,5474,1.0,278
2983,1742830307.689815,183,6,len4,860,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,618,5.292892456054688e-05,5474,0.0,617
4963,1742830360.766561,329,6,len4,6768,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4450,0.00019097328186035162,5474,0.0,4449
5309,1742830369.119942,364,6,len4,7971,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5147,0.00019788742065429688,5474,0.0,5146
3620,1742830329.208104,200,6,len4,2720,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1887,9.584426879882812e-05,5474,0.0,1886
5228,1742830367.873848,1203,6,len4,7740,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4985,3.790855407714844e-05,5474,0.0,4984
183,1742830306.349235,21,6,len4,521,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,365,0.00012516975402832029,5474,1.0,364
3274,1742830316.2575052,181,6,len4,1752,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1196,7.891654968261719e-05,5474,0.0,1195
2051,1742830360.221986,8111,6,len4,"6510,6511,6512,6513,6514,6515",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4236,3.600120544433594e-05,5474,1.0,4235
1901,1742830356.904845,8111,6,len4,"6015,6016,6017,6018,6019,6020",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3939,2.09808349609375e-05,5474,1.0,3938
5394,1742830371.8414972,447,6,len4,8251,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5315,0.0001690387725830078,5474,0.0,5314
4995,1742830361.172231,1568,6,len4,"6902,6903",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4515,4.506111145019531e-05,5474,0.0,4514
1440,1742830352.6949,151,6,len4,4729,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3008,0.007524013519287109,5474,1.0,3007
2457,1742830368.5758948,637,6,len4,7826,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5042,0.031991004943847656,5474,1.0,5041
2243,1742830362.243568,745,6,len4,7062,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4618,0.01090383529663086,5474,1.0,4617
4165,1742830347.690707,1202,6,len4,4498,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2858,0.0002970695495605469,5474,0.0,2857
3018,1742830308.451265,347,6,len4,984,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,686,0.00010919570922851562,5474,0.0,685
1214,1742830341.2492151,617,6,len4,4079,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2557,0.019847869873046875,5474,1.0,2556
665,1742830317.923589,548,6,len4,1930,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1339,0.007808923721313475,5474,1.0,1338
3902,1742830340.9365609,116,6,len4,3842,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2332,7.009506225585938e-05,5474,0.0,2331
497,1742830315.034724,1218,6,len4,1478,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1001,0.008862018585205078,5474,1.0,1000
3749,1742830329.418291,1024,6,len4,3427,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2025,0.00015020370483398438,5474,0.0,2024
5439,1742830372.52548,850,6,len4,8397,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5404,0.00020599365234375,5474,0.0,5403
462,1742830314.430661,567,6,len4,1388,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,931,0.001041889190673828,5474,1.0,930
3398,1742830324.40391,364,6,len4,2083,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1444,0.00021791458129882807,5474,0.0,1443
2138,1742830360.403673,168,6,len4,6706,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4409,0.00921487808227539,5474,1.0,4408
3413,1742830324.542221,158,6,len4,2125,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1474,3.0994415283203125e-05,5474,0.0,1473
2481,1742830368.800139,546,6,len4,7905,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5090,0.010001897811889648,5474,1.0,5089
775,1742830326.579212,447,6,len4,2231,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1559,0.02078390121459961,5474,1.0,1558
3063,1742830312.546,1328,6,len4,1139,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,776,0.0002079010009765625,5474,0.0,775
5254,1742830368.411852,329,6,len4,7818,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5037,0.00017976760864257812,5474,0.0,5036
2393,1742830367.535034,163,6,len4,7627,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4917,0.02469801902770996,5474,1.0,4916
3554,1742830327.287815,467,6,len4,2537,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1755,0.0001900196075439453,5474,0.0,1754
703,1742830322.678174,695,6,len4,2042,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1415,0.026081085205078125,5474,1.0,1414
1943,1742830358.1567,714,6,len4,6138,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4022,0.016075849533081055,5474,1.0,4021
1705,1742830354.518835,151,6,len4,5487,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3543,0.008702993392944336,5474,1.0,3542
437,1742830314.378102,182,6,len4,1284,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,881,0.003932952880859375,5474,1.0,880
314,1742830307.784061,548,6,len4,885,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,633,0.05580902099609375,5474,1.0,632
5214,1742830367.7029722,319,6,len4,7700,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4957,0.00014090538024902344,5474,0.0,4956
5021,1742830361.548661,329,6,len4,6971,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4567,0.00018405914306640625,5474,0.0,4566
3859,1742830340.802229,497,6,len4,3752,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2246,0.0003118515014648437,5474,0.0,2245
3096,1742830314.200618,685,6,len4,1232,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,842,0.00016498565673828125,5474,0.0,841
5410,1742830372.089235,330,6,len4,8309,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5346,0.00015997886657714844,5474,0.0,5345
4924,1742830360.316889,271,6,len4,6669,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4372,3.0040740966796875e-05,5474,0.0,4371
613,1742830316.377741,170,6,len4,1818,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1235,0.0077970027923583984,5474,1.0,1234
2107,1742830360.315505,21,6,len4,6644,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4347,8.893013000488281e-05,5474,1.0,4346
2931,1742830307.302486,183,6,len4,695,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,520,8.296966552734375e-05,5474,0.0,519
1835,1742830356.227049,170,6,len4,5830,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3808,0.006326198577880859,5474,1.0,3807
1293,1742830342.158243,530,6,len4,4314,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2715,0.008265018463134766,5474,1.0,2714
58,1742830304.948364,681,6,len4,193,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,115,0.18651604652404785,5474,1.0,114
1934,1742830358.017908,579,6,len4,6112,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4004,0.017971038818359375,5474,1.0,4003
2445,1742830368.2689831,447,6,len4,7786,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5018,0.017628908157348633,5474,1.0,5017
1743,1742830354.735289,39,6,len4,5579,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3620,0.00010204315185546876,5474,1.0,3619
5259,1742830368.608696,1108,6,len4,7835,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5047,0.0004489421844482422,5474,0.0,5046
1696,1742830354.4413269,151,6,len4,5468,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3525,0.00599217414855957,5474,1.0,3524
986,1742830331.028072,683,6,len4,3554,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2103,0.011353015899658205,5474,1.0,2102
4763,1742830358.55037,396,6,len4,6180,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4047,0.00011086463928222656,5474,0.0,4046
801,1742830326.867507,707,6,len4,2311,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1611,0.026028871536254883,5474,1.0,1610
1949,1742830358.248348,524,6,len4,6159,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4034,0.016863107681274414,5474,1.0,4033
5388,1742830371.760046,329,6,len4,8237,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5303,2.9087066650390625e-05,5474,0.0,5302
2065,1742830360.271938,21,6,len4,6560,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4263,0.0001780986785888672,5474,1.0,4262
337,1742830308.430754,170,6,len4,978,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,681,0.0017688274383544922,5474,1.0,680
4792,1742830359.3506858,167,6,len4,6262,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4105,5.698204040527344e-05,5474,0.0,4104
992,1742830331.072568,163,6,len4,3566,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2115,0.009306907653808594,5474,1.0,2114
1609,1742830353.881243,151,6,len4,5200,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3344,0.006570100784301758,5474,1.0,3343
1867,1742830356.557914,183,6,len4,5918,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3872,0.003958940505981445,5474,1.0,3871
1098,1742830340.925272,21,6,len4,3834,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2325,6.794929504394531e-05,5474,1.0,2324
1112,1742830341.018222,21,6,len4,3867,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2353,0.0002319812774658203,5474,1.0,2352
2415,1742830367.709893,1185,6,len4,7701,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4958,0.006921052932739258,5474,1.0,4957
611,1742830316.36965,21,6,len4,1811,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1231,0.00017499923706054688,5474,1.0,1230
1401,1742830351.9446151,455,6,len4,4616,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2929,2.7876088619232178,5474,1.0,2928
5431,1742830372.425843,447,6,len4,8370,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5388,0.0002200603485107422,5474,0.0,5387
2433,1742830367.937292,600,6,len4,7755,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4994,0.008617162704467773,5474,1.0,4993
3856,1742830340.761465,108,6,len4,3746,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2240,3.600120544433594e-05,5474,0.0,2239
1501,1742830353.101958,21,6,len4,4885,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3130,0.0002601146697998047,5474,1.0,3129
5300,1742830368.990221,389,6,len4,7949,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5129,0.0004420280456542969,5474,0.0,5128
333,1742830308.401757,617,6,len4,960,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,673,0.007730960845947266,5474,1.0,672
383,1742830312.524015,574,6,len4,1135,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,773,0.009629964828491213,5474,1.0,772
3910,1742830340.998267,447,6,len4,3858,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2348,0.00020384788513183596,5474,0.0,2347
760,1742830325.87919,751,6,len4,2188,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1529,0.0015950202941894533,5474,1.0,1528
5442,1742830372.542265,8089,6,len4,"8403,8404,8405,8406,8407,8408",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5410,0.0003459453582763672,5474,0.0,5409
4744,1742830358.035217,351,6,len4,6118,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4009,0.0001881122589111328,5474,0.0,4008
752,1742830324.651273,637,6,len4,2164,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1513,0.017911911010742188,5474,1.0,1512
305,1742830307.68179,517,6,len4,855,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,615,0.0071752071380615234,5474,1.0,614
1651,1742830354.13457,560,6,len4,5347,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3434,0.004078865051269531,5474,1.0,3433
943,1742830329.298068,528,6,len4,3411,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2016,0.0171201229095459,5474,1.0,2015
1808,1742830355.022576,517,6,len4,5714,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3750,0.005709171295166016,5474,1.0,3749
4526,1742830354.651592,467,6,len4,5522,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3576,0.0006089210510253906,5474,0.0,3575
2407,1742830367.645873,21,6,len4,7676,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4943,0.013030052185058594,5474,1.0,4942
1772,1742830354.801645,151,6,len4,5640,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3678,0.009119033813476562,5474,1.0,3677
4715,1742830357.617961,1233,6,len4,6045,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3951,0.00026297569274902344,5474,0.0,3950
